Entité Juridique;Décision budgétaire;Exercice;Entité Financière;Nomenclature comptable;Type de mouvements;Section;Chapitre budgétaire;Libellé Chapitre budgétaire;Chapitre par nature;Libellé chapitre par nature;Nature comptable;Libellé Nature comptable;Fonction;Libellé Fonction;Mt Dépenses;Mt Recettes
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;63;Aides à la famille;59383;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;64;Crèches et garderies;2544489;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;823;Espaces verts urbains;2439364;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;824;Autres opérations d'aménagement urbain;822803;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;831;Aménagement des eaux;4219;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6457;Cotisations sociales liées à l'apprentissage;020;Administration générale de la collectivité;1666;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6458;Cotisations aux autres organismes sociaux;023;Information, communication, publicité;39104;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6458;Cotisations aux autres organismes sociaux;321;Bibliothèques et médiathèques;7500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;6488 ;Autres charges;520;Services communs;56427;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64884;CHARGES DIVERSES - PARTICIPATION TRANSPORTS;01;Opérations non ventilables;4300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64884;CHARGES DIVERSES - PARTICIPATION TRANSPORTS;020;Administration générale de la collectivité;55471;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64884;CHARGES DIVERSES - PARTICIPATION TRANSPORTS;251;Hébergement et restauration scolaire;1063;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64884;CHARGES DIVERSES - PARTICIPATION TRANSPORTS;30;Services communs;1908;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64884;CHARGES DIVERSES - PARTICIPATION TRANSPORTS;33;Action culturelle;2786;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64884;CHARGES DIVERSES - PARTICIPATION TRANSPORTS;40;Services communs;4998;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64884;CHARGES DIVERSES - PARTICIPATION TRANSPORTS;820;Services communs;9326;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;023;Information, communication, publicité;52592;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;024;Fêtes et cérémonies;5888;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;112;Police municipale;162622;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;212;Ecoles primaires;40257;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;30;Services communs;28476;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;311;Expression musicale, lyrique et chorégraphique;119874;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;312;Arts plastiques et autres activités artistiques;61341;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;322;Musées;252574;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;40;Services communs;362200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;415;Manifestations sportives;385;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;012;Charges de personnel et frais assimilés;64885;Charges diverses - participation chèques déjeuner;511;Dispensaires et autrs établissements sanitaires;3228;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;013;Atténuations de charges;013;Atténuations de charges;6419;Remboursements sur rémunérations du personnel;64;Crèches et garderies;0;12877
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;014;Atténuations de produits;014;Atténuations de produits;739118;Autres reversements de fiscalité;95;Aides au tourisme;1350000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;651;Redevances pour concessions, brevets, licences, procédés, logiciels, droits et valeurs similaires;40;Services communs;2500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;651;Redevances pour concessions, brevets, licences, procédés, logiciels, droits et valeurs similaires;422;Autres activités pour les jeunes;33000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;6535;Formation des maires, adjoints et conseillers;021;Assemblée locale;80000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65372;Cotisations au fonds de financement de l'allocation de fin de mandat;021;Assemblée locale;3050;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;6541;CREANCES ADMISES EN NON-VALEUR;020;Administration générale de la collectivité;400000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;6558;Autres contributions obligatoires;213;Classes regroupées;3535245;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;6558;Autres contributions obligatoires;422;Autres activités pour les jeunes;15000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65731;Subventions de fonctionnement à l'état;831;Aménagement des eaux;15500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;657361;Subventions de fonctionnement à la caisse des écoles;522;Actions en faveur de l'enfance et de l'adolescence;114350;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65737;Subventions de fonctionnement aux autres établissements publics locaux;95;Aides au tourisme;1230944;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65738;Subventions de fonctionnement aux autres organismes publics;61;Services en faveur des personnes agées;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;6574 ;Subventions de fonctionnement aux associations et autres personnes droit privé;311;Expression musicale, lyrique et chorégraphique;50400;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;6574 ;Subventions de fonctionnement aux associations et autres personnes droit privé;64;Crèches et garderies;8399000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65741;subv pers dt privé-drh-cosat;026;Cimetières et pompes funèbres;32997;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65741;subv pers dt privé-drh-cosat;110;Services communs;13254;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65741;subv pers dt privé-drh-cosat;255;Classes de découverte et autres services annexes de l'enseignement;14251;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65741;subv pers dt privé-drh-cosat;311;Expression musicale, lyrique et chorégraphique;97483;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65741;subv pers dt privé-drh-cosat;522;Actions en faveur de l'enfance et de l'adolescence;14326;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65741;subv pers dt privé-drh-cosat;70;Services communs;5311;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65743;subv pers dt privé-drh-syndicats;020;Administration générale de la collectivité;13000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65744;subv pers dt privé-drh-mutuelles;110;Services communs;1184;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65744;subv pers dt privé-drh-mutuelles;312;Arts plastiques et autres activités artistiques;4370;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65744;subv pers dt privé-drh-mutuelles;321;Bibliothèques et médiathèques;15264;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65744;subv pers dt privé-drh-mutuelles;520;Services communs;6813;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65744;subv pers dt privé-drh-mutuelles;814;Eclairage public;3004;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;65;Autres charges de gestion courante;65;Autres charges de gestion courante;65744;subv pers dt privé-drh-mutuelles;822;Voirie communale et routes;3778;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;67;Charges exceptionnelles;67;Charges exceptionnelles;6714;Bourses et prix;22;Enseignement du deuxième degré;179800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;67;Charges exceptionnelles;67;Charges exceptionnelles;673;Titres annulés (sur exercices antérieurs);01;Opérations non ventilables;500000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;67;Charges exceptionnelles;67;Charges exceptionnelles;67443;Subventions de fonctionnement exceptionnelles aux fermiers et aux concessionnaires;322;Musées;5428000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;67;Charges exceptionnelles;67;Charges exceptionnelles;678 ;Autres charges exceptionnelles;01;Opérations non ventilables;40000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7018;Autres ventes de produits finis;255;Classes de découverte et autres services annexes de l'enseignement;0;307000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7018;Autres ventes de produits finis;524;Autres services;0;1200
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7034;Péage, droit de pesage, mesurage et jaugeage;822;Voirie communale et routes;0;2000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;704;Travaux;023;Information, communication, publicité;0;600
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7062;Redevances et droits des services à caractère culturel;311;Expression musicale, lyrique et chorégraphique;0;373000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7066;Redevances et droits des services à caractère social;423;Colonies de vacances;0;226500
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7067;Redevances et droits des services périscolaires et d'enseignement;255;Classes de découverte et autres services annexes de l'enseignement;0;857506
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70;Produits des services, du domaine et ventes diverses;7067;Redevances et droits des services périscolaires et d'enseignement;311;Expression musicale, lyrique et chorégraphique;0;148000
